@RELATION teste

@ATTRIBUTE DC0 REAL
@ATTRIBUTE DC1 REAL
@ATTRIBUTE DC2 REAL
@ATTRIBUTE DC3 REAL
@ATTRIBUTE DC4 REAL
@ATTRIBUTE DC5 REAL
@ATTRIBUTE DC6 REAL
@ATTRIBUTE DC7 REAL
@ATTRIBUTE DC8 REAL
@ATTRIBUTE DC9 REAL
@ATTRIBUTE classe {money-fx,trade,interest,corn,earn,ship,wheat,grain,acq,crude}

@data
1027.328574507689,940.1271190642253,905.3032641054599,497.1217154782116,6335.063298815569,459.5204021585984,497.49572862487975,911.4548809458425,2621.513494147989,1081.7573665106238,earn
1027.2949917136752,939.6063005323027,905.1248532661116,497.53492339734305,6336.911392784343,459.8086558558897,498.3282051018184,912.0597568142123,2622.9975219202934,1082.3871765685326,earn
1026.8329951847088,938.8146781979924,904.8336863755682,497.2906594739137,6338.545495616482,459.6596567026521,498.17667548772295,911.7949330852854,2622.5386555778355,1082.2037700913816,earn
1027.7489965940126,941.1891414588249,905.7262279519126,497.74893269599283,6338.220964908055,459.80321877951224,498.3251950283068,912.2598314076971,2623.3674923654903,1082.6148899770408,earn
1026.6489175954944,938.8327859635069,904.8060565668203,495.2999091459638,6332.847621725949,459.2983779636066,495.22520129734914,909.4327902599509,2620.5703577656527,1080.7724089742485,earn
1027.7942401083983,941.2109221635711,905.7687342804453,497.8523877616738,6335.631302403889,459.8086558558897,498.46464267789344,912.3129945364145,2623.3852176148284,1082.489722814956,earn
1026.960563994548,939.5451026959802,905.0988896247746,495.52396511167854,6332.039560836619,459.40722676074654,495.4028663623173,909.7021490575912,2620.502432740714,1080.8908363012429,earn
1026.9401150992203,940.6545593362104,904.8745769442304,497.49572862487975,6337.538717830448,459.71621681206767,498.1003914874992,911.9396909883899,2622.910787655577,1082.491108508518,earn
1027.027750355364,939.5440383505182,905.1176719079127,496.1149060449605,6331.826513732037,459.34409760004536,496.14110895994094,910.308738835347,2619.9616409405694,1080.9111896913641,earn
1026.272380998339,938.1780214863275,904.4075408796634,495.56129792387947,6328.596684889945,458.79407145254174,495.5209380036327,909.4476345562729,2616.093270508527,1079.3498042803362,earn
1027.470194214898,940.6699740078876,905.5876545094903,496.56117447903637,6334.128827234255,459.7390564222274,496.6699105039483,910.9231581203762,2622.555242506819,1081.8132925787147,earn
1026.8003700817408,939.4072599251083,904.9977900525504,495.12523668259934,6330.375186353492,459.3734863920642,494.8908970672223,909.2122964412657,2620.3018910041646,1080.535978114565,earn
1027.6940206111933,941.0324117691165,905.6483865165333,497.6936808921729,6339.422371162849,459.7390564222274,498.22785951811244,912.1299249558695,2623.1671696634203,1082.5516153976216,earn
1027.0053553901264,939.5355235434156,905.1176719079127,496.1794030388605,6329.677321949358,459.37022106357745,496.2640426224733,910.3186255372347,2620.399397038551,1080.5651299204505,earn
1027.4536485895605,940.7443861113389,905.4717002756078,497.62536109004736,6339.495879011201,459.7390564222274,498.2659932204886,912.0663353068131,2622.797742869244,1082.424131290503,earn
1026.8787659699658,939.5057211108402,905.0348059605221,495.6894188904984,6333.820095329516,459.40287330403146,495.6974883938792,909.9428553486202,2620.9027070839543,1081.2108952466212,earn
1027.0262898290384,939.3284835455593,905.0972323457851,495.9243893982227,6329.763976642415,459.1470352730158,496.07761489508874,910.0763704217355,2619.5820277288512,1080.5896538464544,earn
1027.7708888658017,941.158860129362,905.7113226630216,497.82627491927343,6338.8156622511115,459.8369276167368,498.3843898036936,912.3009371912319,2623.4145688396256,1082.6190465717846,earn
1025.945417651446,939.0244938232443,903.5684810793258,496.4896776369072,6339.248457033373,458.9324569040634,497.3228327756529,910.6338451869665,2620.426110387393,1080.770558444298,earn
1027.0287240384273,939.8090231531085,905.2336714904059,495.7035404352081,6326.965544398041,459.5748034868752,495.63091106185055,909.8615279260905,2620.1501865351156,1080.6225057808115,earn
1027.6025496270433,941.0047821345012,905.3259081678818,497.61531326919595,6340.5081815261465,459.84127696412816,498.22384527439067,912.0707209421865,2623.3166030809166,1082.7077167915634,earn
1026.5456638649837,938.9201243982366,904.7320045184651,494.1497748658801,6330.426288963485,459.3397435450148,493.57674175349877,908.2015194878283,2620.046373635398,1080.1948898231283,earn
1027.7854834545972,941.1514224608068,905.7300922460289,497.80016070708535,6338.445392996614,459.58677091491654,498.354291644007,912.2691488809648,2623.4138064743047,1081.9972273531944,earn
1027.2813636000606,940.534954161726,905.0430928966863,496.94768336314837,6335.866160202565,459.6041775267061,497.3861678816571,911.3314435483942,2622.024027349864,1081.955636798478,earn
1026.6922615857197,938.9909477731934,904.9204384916941,495.15755068462806,6331.382471467034,459.30164380284987,494.9797975675371,909.339870455486,2620.225944455936,1080.3554970471525,earn
1026.2197620393013,937.819812117445,904.2084936561921,494.5169360092736,6330.495715186924,459.08169207669346,494.1730466142402,908.5444402999779,2618.43884786336,1079.91758944838,earn
1027.1440989461994,939.9968085052204,905.2662591746143,495.373596389634,6333.295666554657,459.50190423979745,495.9082576444962,909.8324021488793,2621.6365117994524,1081.4138893134302,earn
1026.9109016852435,938.7678094182821,904.8270552984145,496.5138467354158,6333.095530623235,459.3832822382634,496.9547263081417,910.8007465960927,2620.3131492247257,1081.1720492132602,earn
1027.5271285956396,940.7799955356194,905.5440353732114,497.07142343932827,6336.701902409486,459.69663910017874,497.36304647611286,911.4417150865984,2622.6675351633876,1082.1982258348053,earn
1027.2594608958343,940.379178842237,905.2988456857769,496.6286338905561,6333.387166437877,459.4507590591183,497.59421218498915,911.1443354375858,2620.9103380314255,1081.4716824771697,earn
1027.2657883916897,940.7497010363596,905.4341500076082,496.9738423699984,6336.5926174877295,459.6498667464182,497.31780583445834,911.3983761231967,2622.8759025161676,1082.1644976619775,earn
1026.7175853174035,938.2036026364426,904.6662367967537,496.08970962921615,6333.411560920386,459.3408320626417,496.4141416196763,910.3521296729085,2620.6667090646993,1081.1318143501283,earn
1026.9128492720304,938.9254496497579,904.8613153406438,496.53398675216584,6331.9331171451895,459.2635408999935,496.81787407459484,910.7205938156884,2618.545588680862,1080.9500450992173,earn
1026.510594197644,939.2278743734132,904.890048569438,494.74842091713646,6330.698460675568,459.2635408999935,494.4067151647518,908.8564243047414,2619.346674268223,1080.4355603181525,earn
1027.5499987835142,940.8304841999966,905.5313357360969,497.520853834289,6339.421266961204,459.682499123036,498.04919435734456,911.9314667232401,2623.1176107830165,1082.5433016743486,earn
1027.5057177456483,940.6630640138901,905.6058745392501,496.6024566995214,6334.627771226972,459.81191807085645,496.72527618392843,910.9687151598566,2622.581361940941,1081.8849291860943,earn
1025.0546326903752,937.0528266858811,903.8301831649571,489.64579034236573,6326.283269029296,459.12743329058435,488.75453962086124,903.4428592888429,2616.444916293863,1078.035249887498,earn
1027.825374273276,941.2257965015621,905.7808785793615,497.85439638512787,6339.543674429572,459.9130352577539,498.4586241605215,912.373278872195,2623.646317627435,1082.6532224124214,earn
1027.3894101069955,940.5615344037838,905.5147707243653,496.44838603826685,6332.777589652111,459.6803237033319,496.63568136008917,910.7420051803914,2622.1472117331627,1081.6663071391288,earn
1025.1516960918516,935.5239173853333,903.7588173843727,491.19649835885434,6317.381023810421,458.07313826505913,490.49770641665594,904.8093721884185,2612.9299646182635,1076.8328561109195,earn
1026.6007013440035,939.0410001698541,904.6032279402942,496.123976441373,6333.3131929504325,459.4083151184793,496.33154241897626,910.4235278154888,2620.677393346995,1081.1697369053575,earn
1026.6873915657093,939.3561624857741,905.0397781313261,494.0981683835713,6328.370090315515,459.4627297180915,493.34876102003136,908.1183843530534,2619.029209459108,1080.192575423475,earn
1027.5728684623782,940.8140092494372,905.5948321407317,497.06337624089747,6337.211137401057,459.7727699635984,497.4153194263321,911.4614638041479,2622.75980600588,1082.266603014248,earn
1027.5572976724948,940.8140092494372,905.585998124971,497.03722194620394,6336.288898085377,459.7531946599175,497.40325692540455,911.4351320856575,2622.8280538380704,1082.2795387514263,earn
1026.9074933994784,939.6744116980094,905.1115953295483,496.00705640141854,6331.894819088517,459.3887242847826,496.21668653925775,910.2093165860257,2620.5037683621063,1080.983811164626,earn
1026.9230740420628,938.7054916213071,904.943644654185,496.08970962921615,6333.361824497319,459.14267934924106,496.0876938606722,910.1060377780162,2619.649213158128,1080.6525806196921,earn
1026.5554052266248,938.77313553382,904.7740049316183,494.404692534365,6329.155630887899,459.1742588604026,494.71810154875067,908.6286370129438,2619.810489329333,1080.1782260349446,earn
1027.61082127428,940.8799073208015,905.6102914609572,497.1317732754566,6337.336427869362,459.7662449549771,497.46758688380896,911.5305809461358,2622.8791432317275,1082.2555151164627,earn
1025.8250338142466,937.6065272810338,903.9231161996024,493.88763904353794,6327.665920384862,458.8093285886851,493.4440191146307,907.7714470063486,2616.7525675921293,1079.1987768710637,earn
1025.3818800817576,939.6568522604408,904.377133722431,496.6407152056706,6337.564279752908,459.0370355428851,497.02313829438566,910.9160224740807,2619.109963327237,1081.1489259116895,earn
1027.4925790486275,940.7273781494828,905.4761178518183,497.47663261705065,6340.2294911146555,459.5606597610374,497.9969879426983,911.8766363933227,2623.0966432825153,1082.6116570589843,earn
1025.3711523151019,936.9637132781611,903.2485815100957,492.48756329474963,6329.578106003591,459.0588197606054,492.48756329474963,906.5925214780895,2616.5693187836628,1079.2464964038568,earn
1027.2808768783734,940.3706715971101,905.4081952357179,496.35471187448195,6333.242534436842,459.6313740379349,496.50377642068344,910.6349433225149,2622.238928854501,1081.6482792479262,earn
1027.257027233204,939.9489347831615,905.2386425689084,496.66185679997614,6336.273510510732,459.72600535536384,496.9899395360031,911.0757377957115,2622.5220685439426,1082.0388163092857,earn
1027.2983987138305,940.3653545298232,905.4556863811724,495.9314468754729,6333.327956138068,459.68141141447086,495.7680909457566,910.1955833775507,2621.9517539420895,1081.4439421440206,earn
1027.3319813964715,940.4988038269905,905.4308366739008,496.4403287405245,6333.659605630855,459.6672709689042,496.5088116035807,910.7387111570475,2622.298609998488,1081.7458111774688,earn
1023.3953292838501,938.0719588602998,901.557541147541,495.68538408954527,6338.309159389434,458.24120286154977,496.1673104911286,909.6526809722488,2619.6387155483862,1080.4559222846622,earn
1026.307945988922,937.8000853060315,904.228953307734,496.4191777117399,6332.059775460115,459.1459462959463,496.9104547099004,910.5888204892481,2618.8484110387144,1080.6160280136512,earn
1027.5723818787658,941.2226091632095,905.6119478010436,497.74993721747467,6340.549818430575,459.8912915026767,498.3964285586324,912.2603794969942,2623.5182484594993,1082.775138244317,earn
1026.9980525784847,938.8652725497946,904.8784448753324,496.7564795752543,6336.309967165432,459.5954743032181,497.3017192811624,911.1635418518456,2621.948512080281,1081.9029531339675,earn
1026.3439969133156,938.8221343790314,904.1858216096955,495.6793318265348,6336.428410390194,458.9912853203206,495.8447337624955,909.752713653551,2620.131485250311,1080.633610434175,earn
1026.7511869971224,938.7528961340146,904.8126877978668,497.28261582323586,6338.592509382504,459.6596567026521,498.17667548772295,911.7839656409845,2622.546281765109,1082.1871372364394,earn
1027.670180554053,941.0286924424781,905.5804768213591,497.68262979533455,6338.857704665723,459.7510195747259,498.13451998431105,912.1151243127152,2623.0705289793486,1082.5058891294773,earn
1026.9829599365319,939.713254136601,905.1276153117857,494.98686851269093,6336.251336555392,459.45728854813046,496.2499370277038,909.7285309365647,2621.2785048521646,1081.6205434439566,earn
1027.6993723847456,941.0350684220009,905.6533553186893,497.69468552517213,6339.465513747985,459.7444942574082,498.2409055868456,912.1414364011757,2623.3339474798095,1082.584407794607,earn
1027.6487726845198,941.0340057617472,905.6158125827972,497.7007132805819,6339.612054376829,459.7488444792439,498.2388985215827,912.1436290409532,2623.29582777086,1082.5483822906024,earn
1027.800077836152,941.2066723095412,905.7797745589156,497.82627491927343,6338.417941410932,459.8369276167368,498.4184988541256,912.3283400180003,2623.588763506964,1082.669848106984,earn
1026.9206395822416,939.8005107468286,905.190587666487,494.9747468305833,6330.046840269036,459.55304372836,494.5462566838415,909.1116543087543,2621.2228062490226,1080.9361683281766,earn
1027.4721407415386,940.7433231227315,905.503727214858,496.8893236929125,6337.296584506677,459.73253093510795,497.1770308451508,911.3204705261481,2622.274203816222,1082.2097763372867,earn
1027.4366160498662,940.6152242016924,905.539618128329,496.46550736179046,6334.501322124734,459.72056730148586,496.60849771223207,910.7996486604504,2622.19392875508,1081.7490466831944,earn
1026.8383514458349,939.6350355324136,905.087288608121,494.9979797938573,6331.158503781121,459.31906121997594,494.4866024474273,909.0396030976868,2620.6472482957333,1080.675714541601,earn
1027.5714087108497,940.937830039796,905.5059359275344,497.38214684485814,6338.2188349724875,459.7390564222274,497.95481722742676,911.9051485763199,2622.8820026833077,1082.4878752207806,earn
1027.3412286090731,940.4642470609928,905.4192399104406,496.5098186340326,6334.915863687536,459.6770605544723,496.4876634922564,910.7601220958238,2622.360577800086,1081.6723163694262,earn
1027.4161766295097,940.3451493999424,905.4203443705029,496.9808849442803,6337.151647230797,459.62919837625634,497.30875721225743,911.3265057047337,2622.2923178013543,1082.1002726180232,earn
1026.1934515480013,937.826209913116,904.4528732885976,493.96862248527486,6327.268446968249,459.24503263508467,493.4460456828082,907.9807266676975,2619.5575962364333,1079.9444430154729,earn
1027.3918434560399,940.714090465323,905.4181354490311,496.8782547063214,6336.364020477359,459.557395762488,497.135796337379,911.2826125851409,2622.5729732459304,1082.1400094257674,earn
1027.5850329778066,940.8071003133426,905.6229899908681,497.110651666206,6337.216423635854,459.76950747086306,497.4424589839512,911.5201588555242,2623.003240562238,1082.3188070065123,earn
1026.6571969260235,939.2284067254354,905.0629812339029,494.4178394839733,6329.620367762983,459.21890204999187,493.8471423426484,908.4894055518754,2620.0408393763637,1080.270336536184,earn
1027.1616231148826,939.9106340498547,905.2728870346223,496.1945183091002,6335.767514674129,459.5149616715434,496.32952763260016,910.4367083987771,2621.5503046861413,1081.575702389805,earn
1026.901163695903,939.488690724907,905.0933653496749,495.5501992734944,6330.885325134234,459.3462746120839,495.2898141492514,909.6394890284832,2620.503959165107,1080.787213099785,earn
1027.6565574159492,940.9511145644071,905.6445218737869,497.381141580579,6337.859181143109,459.8075684457575,497.8513834469078,911.8113840043893,2623.17650950141,1082.4698610123055,earn
1026.0433714029832,939.5967220036476,903.7449861548334,496.5269378392274,6337.024853983137,459.1709921151379,497.1991552687917,910.8638756696854,2622.2467465896493,1080.803404879907,earn
1027.046737008594,940.3339832208554,904.9646401931956,496.07761489508874,6334.45183105847,459.48231739643694,496.1380856173007,910.4147406539505,2621.329052217596,1081.4675214725592,earn
1027.5339410452582,940.9341103392946,905.5131142065254,497.37712050314497,6340.316947913566,459.73579369024554,497.8473661675835,911.8278346266909,2623.0358365832517,1082.7063313752258,earn
1026.730246949022,939.6478063615111,904.9966850768018,495.2060177340336,6333.483401730836,459.2167244341173,495.12725636951154,909.3673625108831,2620.9196859117983,1080.719204974169,earn
1027.639528239353,941.0217850825771,905.5953842638554,497.651484474828,6337.9058055480755,459.7499320282712,498.1957446626777,912.1233469218952,2622.4919446968756,1082.500808313786,earn
1027.6541246937122,941.0781051538709,905.6075308874148,497.67961581724444,6338.370768580835,459.7890820800337,498.2659932204886,912.1737773034259,2623.3997026759,1082.6458331328856,earn
1027.5923316179428,940.8522732076486,905.5782682904885,497.64445139074945,6337.569644587742,459.72056730148586,498.20678437773205,912.114027959224,2622.5428499835803,1082.2730709021637,earn
1026.0882028363837,938.3251035755145,904.197434192334,495.1757263840787,6334.706623041038,458.7439372896387,495.2928426698694,909.1144042418424,2618.1233737163725,1079.6814344981578,earn
1027.2604343592718,940.7704289570331,905.2038444461004,497.6002411574978,6337.522149862673,459.7096910007445,498.16663878666145,912.0208330953849,2622.9001124709266,1082.384866856517,earn
1027.4283430001335,940.5689767369536,905.5324400594382,496.49874118672244,6334.431624068571,459.7434066955175,496.6034635400764,910.8353308913747,2622.4942325961365,1081.8428721399425,earn
1026.4438611049316,939.9106340498547,904.5512699676011,495.57945881563734,6333.5596626225915,459.49102276323094,495.3897455539426,909.8049241458303,2620.732340396478,1081.2446531659705,earn
1026.8344559859686,938.88231424391,904.8872857986237,496.17436451312153,6334.429413925141,459.37130950898535,496.4101127092396,910.4795439766892,2620.7807996854676,1081.170661829112,earn
1027.731968949103,941.135484401688,905.7135308694466,497.74993721747467,6338.306398400128,459.80648103305373,498.3442585201519,912.2658603718545,2623.507956915702,1082.6476804574977,earn
1027.0944455112199,939.4381299478961,905.1005469007297,496.492698838563,6336.0434026291205,459.28204841905153,496.8852986354094,910.7420051803914,2621.272210206334,1081.2307801759991,earn
1027.4190965715986,940.6471176801639,905.498757591638,496.6668903802628,6334.0363908016825,459.7401439944091,496.9587508033237,910.9917672514939,2622.4681122942184,1081.9302195613172,earn
1025.6471128024493,937.9013807431994,902.9562558618219,495.091910659021,6333.976712934774,458.99346400575246,495.4210330617787,909.0973545226055,2619.468839287843,1080.291164455213,earn
1027.0287240384273,939.7813575507869,905.2535556406282,495.5037840420596,6333.1907440089,459.2047473622197,495.23529761114565,909.6647734193075,2620.9027070839543,1080.9407939383175,earn
1026.2738425975788,937.6891809123106,904.2422241855331,495.9052328822514,6336.355656053407,458.63820163610444,496.55412595204564,909.8351499035416,2619.5726750750778,1080.0384252423614,earn
1027.0710783582604,939.9106340498547,905.0430928966863,497.2795994206881,6331.828014088823,459.2406776408205,497.8885417440333,911.5815926180169,2621.404966806922,1081.3741258232508,earn
1027.6512054194263,940.999468650222,905.6793030648321,497.4464795332258,6334.948934285106,459.79125698516714,497.956825437708,911.9281769964124,2622.464871070726,1082.1413955671412,earn
1026.8471161765026,939.4093889247648,905.1679402188304,494.58164138997313,6330.337431764598,459.4627297180915,493.9504023684969,908.6467960654459,2620.1915960478923,1080.5193195866514,earn
1027.2010514013311,939.819663552535,905.1563400871697,496.65279622690133,6334.432965940992,459.42464017507814,496.94466492759534,910.8984575681309,2621.5874961557165,1081.473531807413,earn
1027.5816269280022,940.8458959893485,905.6257505172873,497.3429400323282,6336.140228877514,459.7879946236091,497.8292880094541,911.7971265583151,2623.189470854136,1082.3285083559426,earn
1027.3587494152177,940.4844496322095,905.5042793935322,496.42924974259927,6333.695524731197,459.61831991338204,496.57627812854696,910.7623180610844,2622.44180107014,1081.6575243578718,earn
1027.4122833604822,940.5578132151154,905.5307835739213,496.3869458396343,6334.6437153165925,459.68141141447086,496.49773413380245,910.7392601617655,2622.1538856443954,1081.5974297306739,earn
1027.5096106606497,940.649243873613,905.527470593797,496.9486895042586,6337.410906671588,459.7336185227267,497.3248435379033,911.3243110989632,2622.855886243085,1082.1797447744068,earn
1026.426811808811,938.3522792640299,904.4799610826102,495.04747247107525,6328.931584398744,458.8561866206012,495.114128257314,909.0038503768837,2619.0904909910996,1079.7189449111283,earn
1027.4667877844033,940.4610571416554,905.5451396810653,496.7091704408124,6335.084608748331,459.64877896063206,496.9667996959153,911.0576271564823,2622.2560897059616,1081.7240868169665,earn
1027.2492394740432,940.4073585420309,905.3292218856078,496.91951058496386,6338.311762606822,459.6411643880474,497.31579504375287,911.2974267493572,2622.229967031877,1082.00739369008,earn
1026.3883280708135,939.3476459756527,904.8662884647654,494.8242112104055,6331.190567341975,459.37784012727474,494.5149138297044,908.9031851633044,2620.6461035401176,1080.5794741711504,earn
1027.3738365366328,940.5083731684689,905.4186876799042,496.84303356291514,6336.900661995578,459.5932984715943,497.18909883463857,911.2162202243768,2622.711192640166,1082.0452855587885,earn
1027.74705059173,941.1647039705643,905.7196034093554,497.7750495956984,6338.465350540302,459.8271414346917,498.3853930443789,912.2664084575295,2623.4627879960485,1082.639829306127,earn
1027.295965143444,940.5764190112359,905.446298794136,496.9899395360031,6334.9800315391685,459.6411643880474,497.37812577555115,911.3599727879209,2621.8489659017355,1081.7874097991712,earn
1027.3378217509564,940.4828547081547,905.4827441757242,496.3678071752841,6333.395140049292,459.6672709689042,496.50679753654936,910.6947897072872,2622.323397294849,1081.7633752350835,earn
1026.9537477413478,938.9499454177522,904.9806627768353,496.26001249345086,6333.168796108312,459.41375686846817,496.5078045710863,910.5185335840232,2621.1457418464925,1081.2987561261689,earn
1027.6696940165161,940.9984059497657,905.6207815636742,497.6876530515902,6339.600145119564,459.7281805589037,498.2037735706144,912.1200578871183,2623.2956371709233,1082.556234105185,earn
1027.7801321294355,941.1827665230595,905.7427890963306,497.77103170031904,6338.203294309831,459.82496669928656,498.3753605466466,912.2598314076971,2623.319080859208,1082.5917974934043,earn
1027.7485100937874,941.0961693684658,905.7190513619552,497.73989191142795,6339.682326426144,459.84127696412816,498.3181714527376,912.2231086746268,2623.5174861243063,1082.6809317615232,earn
1026.8578285235012,939.3039976493234,905.0552469324732,496.10180406847945,6329.189047579476,459.13396737771427,496.23482344551354,910.2268947905242,2619.9114488852483,1080.386042116428,earn
1026.81546540749,938.3362936602207,904.7286886133323,496.41111993991433,6334.77521306005,459.40505003754583,496.84806530769544,910.7271819815196,2620.8813403128347,1081.3172522437621,earn
1027.6969397638586,941.039850378293,905.6550115800165,497.6956901561435,6339.621439802222,459.75210711860797,498.23789498591935,912.144177200074,2623.3429055310326,1082.5839459367573,earn
1027.1445857327,939.8856313403243,905.3220421485385,495.7983461045428,6332.682291099089,459.5073448814502,495.65713956322674,910.0010989004354,2621.140019151972,1081.177598732049,earn
1026.8709753420826,940.3132456793321,905.0204417580853,495.71766157763636,6333.490427876243,459.6466033813369,495.5522172284168,910.0186811269316,2621.1732106062736,1081.4272976025711,earn
1027.4745738946535,940.7300356637924,905.5440353732114,497.0492933301485,6336.624416832672,459.6792359896192,497.39119413194277,911.4340349142115,2622.7868765875737,1082.1335407425463,earn
1026.8368906501169,939.9505306131807,905.2259386473634,495.76002259157605,6333.77509862799,459.54869165301733,495.6450342735212,909.9802195652387,2621.6180118392535,1081.2266182442975,earn
1027.1874220413722,940.0739332626982,905.2491369783238,496.3466530561075,6335.67857454906,459.65313008833084,496.5440564542083,910.7491421900984,2622.3739245195375,1081.8211497285492,earn
1027.5728684623782,941.2135783125954,905.6136041381004,497.73888736967297,6339.302564162717,459.84453894767523,498.3673344030485,912.2324265229778,2623.335472256646,1082.5853315097152,earn
1027.7577535586877,941.0796990691065,905.7251238648512,497.7509417369293,6338.3770004631315,459.8358402734611,498.32720174600144,912.226945447239,2623.4829902250176,1082.679546310911,earn
1023.5008549092668,932.0423810106491,901.5786155405417,490.5894413865835,6321.816432007497,458.0382080132617,489.5385582362231,903.7820533734889,2613.402954004606,1076.364715140737,earn
1026.8792528822462,940.0978672457459,904.7590839555024,495.8376750510191,6335.083267013939,459.41702188752214,495.8356582578546,910.0862596479523,2620.951353993431,1081.3251129979365,earn
1024.9863413724106,936.5393745059521,903.0786233767246,494.29849281582887,6328.00426674951,458.96622969451687,494.061737032934,908.2351017220155,2617.4285090523485,1079.6323448285532,earn
1026.4828298612695,939.0921147576526,904.8574473363194,495.54313636655286,6331.618750367082,459.3495401107962,495.45433694741234,909.7653543634204,2620.451869430156,1080.808031058245,earn
1027.6122809698218,940.7858417301995,905.5721948028219,497.5711004469612,6337.399308864797,459.7086033565176,498.14154614928475,912.036731716437,2622.648279888098,1082.3298942559056,earn
1027.3076462287233,940.9080720240421,905.446298794136,497.0885233034454,6339.24269925044,459.58024326552595,497.4866832388582,911.5256441812265,2622.9479598345065,1081.8105194533837,earn
1027.1557817585413,940.0287229654209,905.3236990159928,495.99697579723204,6333.744390169215,459.5737155234185,495.974797746821,910.2620501811552,2621.6349860344785,1081.4194375911688,earn
1027.3903834473049,940.5466495607753,905.440776638649,496.8410208507345,6334.995501182301,459.64551558782773,497.1408251189999,911.1953687327433,2622.6295964165433,1081.955636798478,earn
1027.3105664792902,940.7210000845097,905.2916657077983,497.2212787079813,6337.379584654844,459.5650117230423,497.8021695412747,911.6265682833075,2621.758188697043,1082.1912954741413,earn
1027.313973427793,940.3589740093939,905.3949414482058,496.2841927766791,6333.686998897246,459.63790096118055,496.4514074912065,910.5339093081597,2622.063500375229,1081.6242415922454,earn
1024.2006639326105,935.7114939980164,901.6468266455553,496.252959688907,6335.884626474823,457.9781654183963,497.12272126709314,909.931316089297,2614.6326701852404,1077.6938340734812,earn
1027.4044967781676,940.2047649315547,905.4269711025843,497.0110662751887,6336.163429079146,459.5465155998901,497.3670676673316,911.3484514717737,2621.9582376536814,1081.8387125630143,earn
1027.397196803651,940.7358821688476,905.473909066407,497.4886933388537,6335.460519962223,459.608529076648,498.105410530743,911.866766583803,2622.7233937264523,1081.9648792821326,earn
1027.5928181921086,940.8347357533097,905.6274068290999,497.1086400375676,6336.8269662347575,459.7869071646125,497.4464795332258,911.5234500549067,2622.9735034879786,1082.3252745824611,earn
1026.622131068681,938.6735321718622,904.9016521147478,494.26814584797995,6330.572012069683,459.28640302103435,493.6405574909744,908.2174849671195,2619.515604076448,1080.2277537630664,earn
1027.0326187614492,940.5982139043216,905.1342441870156,497.69267625714565,6335.113495431633,459.80539361777824,498.28104519437625,911.8695082082743,2622.7239656509796,1081.707446586183,earn
1027.1543214142655,939.8898871676405,905.3330878742917,495.808430747199,6332.1700071934265,459.41593355041573,495.6813492557492,910.025274374289,2621.120943413333,1081.1637248816667,earn
1027.0861697053465,940.1356285132481,905.3695378131517,495.3382682571578,6332.475424350259,459.63572533039684,494.9646452020589,909.5460406158668,2621.523030606445,1081.0777030352629,earn
1027.364589617532,940.0292548639111,905.2767532638845,497.44145384155513,6338.273660863816,459.557395762488,498.0642528830994,911.8706048557548,2622.350663050234,1082.2111623893002,earn
1025.9605255564172,938.013859172667,903.6376486180731,494.25802977796934,6328.300087701277,459.36913261559056,494.2033994217361,908.523527488419,2620.1301494391455,1080.3499433054087,earn
1026.0345998064588,937.6331905388162,902.9523796967368,496.32146840530686,6335.275211070155,459.25374249972094,497.1408251189999,910.6310998423016,2620.0545795841736,1081.1253396345865,earn
1027.6687209407514,941.0249731011394,905.6218857779443,497.68363445064176,6339.584371234442,459.7347061077725,498.22384527439067,912.1288286201681,2623.1728879355246,1082.4666276611026,earn
1027.2487527371352,939.0521817236782,905.1375586064253,497.16999104933916,6334.3150379500385,459.156835950419,497.7670137725078,911.3561323653888,2620.4654166769687,1080.9176656896675,earn
1026.4623714486568,939.4519679046929,904.8850755758988,496.8027777700121,6339.289076860276,459.24721011673006,497.5047738464426,911.1415916310702,2621.486219685314,1081.6062129999068,earn
1027.4439157443096,940.6689109351919,905.4385677670242,497.16898535608595,6337.654140137342,459.6020017362849,497.5972266803745,911.6024352753782,2622.5754517267947,1082.1802068047632,earn
1026.317689606878,940.1717928123562,904.6181514871344,496.2700877546419,6337.5180473115815,459.45728854813046,496.5198888262181,910.5141404722938,2622.125283048085,1081.5974297306739,earn
1027.7908347518965,941.1838290153523,905.7692862975648,497.8493748112977,6335.248140365143,459.69881444267395,498.46363959671123,912.311350362364,2623.3480516317313,1082.4476892672458,earn
1025.5227935058294,938.0362466344251,903.7162165193231,495.1292760481852,6333.557610064031,458.7897121775945,495.09090074449966,909.0561038791831,2617.7742454230083,1079.6693938423928,earn
1026.9065196014678,939.4221628213803,904.721504110519,497.0844998589274,6336.075441470059,459.3168840789548,497.6715784530999,911.3259570537865,2620.549179084415,1081.4490279250335,earn
1026.6430733219797,938.8626097571465,904.8358967238203,494.7403359339119,6328.859375906531,459.1742588604026,494.6028709985416,908.8047094948397,2619.556641876636,1080.146749289188,earn
1026.6854435512369,939.1911413551557,904.5722746138089,497.2816103577529,6338.058219991356,459.5758914477564,498.0351393225181,911.7461269454343,2621.970632940041,1082.0739346273895,earn
1027.7076432526908,941.1216711987882,905.7091144512127,497.7218098496388,6338.22909021124,459.78255730290596,498.3382385488796,912.2395518722043,2623.5193919618737,1082.5793273474235,earn
1027.7431585761103,941.0881999047698,905.712978818345,497.73888736967297,6339.5167796922815,459.8358402734611,498.31716807671796,912.2225605629363,2623.485277260004,1082.6712335700067,earn
