Rank,Word,Part-of-speech,frequency,Dispersion,Normalization
1364,aspect,n,29460,0.90,0.00111578878574405
1396,document,n,29437,0.88,0.00111474493209051
1300,vehicle,n,29421,0.96,0.00111401877302718
1350,lift,v,29354,0.92,0.0011109779819495
1316,operate,v,29345,0.95,0.00111056951747638
1308,advantage,n,29340,0.95,0.00111034259276909
1322,protection,n,29336,0.94,0.00111016105300326
1317,guest,n,29328,0.95,0.00110979797347159
1330,title,n,29210,0.94,0.00110444255037955
1386,demonstrate,v,29170,0.90,0.00110262715272124
1295,deliver,v,29169,0.97,0.00110258176777978
1287,interested,j,29155,0.98,0.00110194637859937
1433,context,n,29113,0.86,0.00110004021105813
1309,quick,j,29108,0.96,0.00109981328635084
1376,procedure,n,29044,0.90,0.00109690865009753
1460,mean,n,28991,0.85,0.00109450324820026
1325,collect,v,28946,0.95,0.00109246092583465
1355,limit,v,28901,0.93,0.00109041860346904
1462,learning,n,28869,0.85,0.00108896628534239
1334,river,n,28862,0.95,0.00108864859075218
1385,belief,n,28844,0.91,0.00108783166180594
1338,count,v,28836,0.95,0.00108746858227428
1323,settle,v,28827,0.96,0.00108706011780115
1321,block,n,28826,0.96,0.0010870147328597
1352,competition,n,28752,0.93,0.00108365624719181
1336,living,n,28736,0.95,0.00108293008812848
1340,marry,v,28722,0.95,0.00108229469894807
1333,faith,n,28710,0.95,0.00108175007965057
1387,anybody,p,28704,0.91,0.00108147777000182
1346,folk,n,28698,0.94,0.00108120546035308
1438,smile,n,28698,0.87,0.00108120546035308
1351,border,n,28636,0.94,0.00107839159398268
1332,lesson,n,28623,0.96,0.00107780158974373
1384,measure,v,28612,0.91,0.00107730235538769
1357,claim,n,28609,0.94,0.00107716620056332
1363,warm,j,28600,0.93,0.0010767577360902
1345,shop,n,28589,0.95,0.00107625850173416
1379,chairman,n,28560,0.92,0.00107494233843188
1380,baseball,n,28551,0.92,0.00107453387395876
1353,jump,v,28504,0.94,0.00107240078171023
1324,feed,v,28494,0.97,0.00107194693229565
1368,annual,j,28471,0.93,0.00107090307864212
1399,influence,n,28387,0.91,0.00106709074355965
1343,path,n,28344,0.96,0.00106513919107696
1388,murder,n,28335,0.92,0.00106473072660384
1395,coffee,n,28331,0.92,0.001064549186838
1419,perspective,n,28324,0.90,0.0010642314922478
1393,past,i,28278,0.92,0.00106214378494073
1485,finding,n,28246,0.85,0.00106069146681408
1362,critic,n,28244,0.94,0.00106060069693116
1367,failure,n,28234,0.94,0.00106014684751658
1390,religion,n,28220,0.92,0.00105951145833617
1473,academic,j,28216,0.86,0.00105932991857034
1394,engage,v,28194,0.92,0.00105833144985826
1331,mostly,r,28178,0.97,0.00105760529079494
1400,anyway,r,28170,0.92,0.00105724221126327
1391,review,n,28141,0.93,0.00105592604796099
1370,Christmas,n,28046,0.94,0.00105161447852248
1410,native,j,28026,0.92,0.00105070677969333
1359,equipment,n,28023,0.95,0.00105057062486895
1449,function,n,28011,0.88,0.00105002600557146
1381,soft,j,27970,0.94,0.00104816522297168
1403,female,j,27952,0.92,0.00104734829402544
1347,order,v,27950,0.97,0.00104725752414252
1383,egg,n,27917,0.94,0.00104575982107441
1339,unless,c,27908,0.98,0.00104535135660129
1356,fit,v,27875,0.96,0.00104385365353317
1459,voter,n,27768,0.89,0.00103899746479717
1404,youth,n,27755,0.93,0.00103840746055822
1397,speed,n,27740,0.93,0.00103772668643635
1392,editor,n,27734,0.94,0.0010374543767876
1407,afraid,j,27727,0.93,0.00103713668219739
1426,cook,v,27725,0.91,0.00103704591231448
1371,comment,n,27712,0.95,0.00103645590807552
1360,worth,i,27687,0.97,0.00103532128453908
1349,survive,v,27682,0.98,0.00103509435983179
1354,gather,v,27659,0.97,0.00103405050617825
1435,hey,u,27659,0.91,0.00103405050617825
1369,French,j,27590,0.96,0.00103091894521765
1372,responsible,j,27569,0.96,0.00102996586144704
1424,intelligence,n,27555,0.92,0.00102933047226662
1488,classroom,n,27531,0.87,0.00102824123367163
1398,cross,v,27524,0.94,0.00102792353908143
1412,wonderful,j,27494,0.93,0.00102656199083769
1374,approach,v,27449,0.96,0.00102451966847208
1373,affair,n,27432,0.96,0.00102374812446729
1565,nod,v,27283,0.82,0.00101698576819006
1464,hell,n,27278,0.90,0.00101675884348277
1378,spread,v,27266,0.96,0.00101621422418527
1480,historical,j,27266,0.89,0.00101621422418527
1431,view,v,27258,0.92,0.00101585114465361
1421,blow,v,27254,0.94,0.00101566960488778
1377,regular,j,27244,0.96,0.0010152157554732
1469,category,n,27219,0.90,0.00101408113193675
1366,insist,v,27205,0.97,0.00101344574275634
1411,broad,j,27191,0.94,0.00101281035357593
1432,grade,n,27178,0.92,0.00101222034933697
1408,quarter,n,27125,0.95,0.0010098149474397
1422,construction,n,27114,0.94,0.00100931571308366
1441,Indian,j,27100,0.92,0.00100868032390325
1509,search,n,27087,0.87,0.0010080903196643
1418,suit,n,27066,0.95,0.00100713723589368
1389,gift,n,27050,0.96,0.00100641107683035
1440,clothes,n,27033,0.92,0.00100563953282557
1382,ignore,v,27023,0.97,0.00100518568341099
1375,until,i,27007,0.97,0.00100445952434766
1475,Internet,n,26983,0.90,0.00100337028575267
1467,moral,j,26980,0.91,0.00100323413092829
1486,grab,v,26951,0.89,0.00100191796762601
1430,shoe,n,26945,0.94,0.00100164565797727
1402,commit,v,26943,0.96,0.00100155488809435
1409,background,n,26907,0.96,0.000999921030201863
1530,lean,v,26896,0.86,0.000999421795845826
1415,slightly,r,26887,0.95,0.000999013331372704
1420,growing,j,26858,0.95,0.000997697168070423
1478,negative,j,26847,0.90,0.000997197933714385
1405,wave,n,26844,0.96,0.000997061778890011
1437,focus,n,26815,0.93,0.00099574561558773
1416,reaction,n,26771,0.96,0.00099374867816358
1457,below,r,26765,0.92,0.000993476368514832
1442,quiet,j,26732,0.93,0.000991978665446719
1406,move,n,26717,0.96,0.00099129789132485
1434,committee,n,26697,0.94,0.000990390192495691
1456,wine,n,26682,0.92,0.000989709418373821
1413,deny,v,26675,0.96,0.000989391723783615
1443,dress,v,26669,0.93,0.000989119414134868
1429,burn,v,26646,0.95,0.000988075560481335
1479,following,j,26643,0.91,0.000987939405656961
1401,threaten,v,26587,0.97,0.000985397848935315
1455,combine,v,26570,0.93,0.000984626304930529
1454,average,n,26568,0.93,0.000984535535047613
1427,connection,n,26552,0.95,0.000983809375984286
1414,apparently,r,26513,0.97,0.000982039363267425
1451,active,j,26507,0.93,0.000981767053618677
1491,participate,v,26500,0.91,0.000981449359028472
1470,relatively,r,26476,0.92,0.000980360120433481
1439,location,n,26463,0.94,0.000979770116194527
1453,chief,j,26456,0.93,0.000979452421604321
1417,twice,r,26450,0.97,0.000979180111955574
1428,charge,v,26432,0.96,0.00097836318300933
1471,victory,n,26422,0.92,0.000977909333594751
1468,United,j,26396,0.93,0.000976729325116844
1448,drive,n,26373,0.94,0.00097568547146331
1561,assessment,n,26318,0.85,0.000973189299683122
1450,bone,n,26282,0.94,0.000971555441790636
1458,cool,j,26279,0.94,0.000971419286966262
1558,literature,n,26254,0.86,0.000970284663429813
1502,appropriate,j,26237,0.91,0.000969513119425027
1514,yesterday,r,26215,0.90,0.000968514650712952
1425,destroy,v,26177,0.97,0.000966790022937549
1436,mistake,n,26080,0.96,0.000962387683616127
1513,primary,j,26043,0.90,0.000960708440782182
1511,democracy,n,26039,0.91,0.00096052690101635
1476,healthy,j,26009,0.94,0.000959165352772611
1487,direct,j,26008,0.92,0.000959119967831153
1452,extend,v,25969,0.95,0.000957349955114293
1496,exercise,n,25934,0.92,0.000955761482163264
1497,knee,n,25912,0.92,0.000954763013451189
1463,bus,n,25850,0.95,0.000951949147080795
1482,tour,n,25781,0.94,0.000948817586120196
1528,application,n,25735,0.90,0.000946729878813129
1499,tape,n,25730,0.93,0.000946502954105839
1444,promise,v,25720,0.97,0.00094604910469126
1518,next,i,25720,0.91,0.00094604910469126
1529,neck,n,25716,0.90,0.000945867564925428
1447,complete,j,25699,0.97,0.000945096020920643
1498,flower,n,25642,0.93,0.000942509079257539
1466,remind,v,25525,0.96,0.000937199041106957
1481,medicine,n,25511,0.95,0.000936563651926545
1445,aware,j,25503,0.97,0.000936200572394882
1446,neighbor,n,25497,0.97,0.000935928262746134
1484,photo,n,25492,0.94,0.000935701338038844
1662,Iraqi,j,25446,0.82,0.000933613630731778
1472,key,n,25436,0.96,0.000933159781317198
1526,lady,n,25436,0.92,0.000933159781317198
1483,depend,v,25405,0.95,0.000931752848132001
1477,fire,v,25390,0.96,0.000931072074010132
1490,justice,n,25377,0.95,0.000930482069771178
1505,cut,n,25327,0.94,0.00092821282269828
1533,tall,j,25304,0.92,0.000927168969044747
1494,pair,n,25289,0.95,0.000926488194922877
1596,educational,j,25282,0.87,0.000926170500332672
1543,football,n,25271,0.91,0.000925671265976634
1590,lip,n,25250,0.87,0.000924718182206017
1555,welcome,v,25241,0.90,0.000924309717732895
1489,contact,n,25218,0.95,0.000923265864079362
1461,demand,v,25207,0.97,0.000922766629723324
1572,instruction,n,25190,0.89,0.000921995085718539
1492,daily,j,25179,0.95,0.000921495851362501
1465,dangerous,j,25170,0.97,0.00092108738688938
1512,eastern,j,25103,0.94,0.000918046595811696
1500,hire,v,25073,0.95,0.000916685047567957
1493,fair,j,25064,0.96,0.000916276583094835
1474,visit,n,25000,0.97,0.000913371946841526
1537,writing,n,24995,0.92,0.000913145022134236
1582,importance,n,24946,0.89,0.000910921160002796
1535,hate,v,24921,0.93,0.000909786536466347
1503,supply,n,24920,0.96,0.000909741151524889
1516,device,n,24918,0.94,0.000909650381641973
1539,male,j,24873,0.93,0.000907608059276364
1507,actor,n,24848,0.96,0.000906473435739915
1584,fat,n,24844,0.89,0.000906291895974083
1504,fully,r,24842,0.96,0.000906201126091167
1522,exchange,n,24826,0.94,0.00090547496702784
1550,shut,v,24773,0.92,0.000903069565130568
1524,studio,n,24765,0.94,0.000902706485598904
1542,expression,n,24748,0.93,0.000901934941594119
1515,circle,n,24735,0.95,0.000901344937355165
1538,press,v,24716,0.93,0.000900482623467464
1580,salt,n,24711,0.90,0.000900255698760174
1637,breath,n,24668,0.87,0.000898304146277482
1520,bottom,n,24653,0.95,0.000897623372155612
1517,progress,n,24645,0.95,0.000897260292623949
1495,famous,j,24631,0.97,0.000896624903443537
1534,plate,n,24592,0.94,0.000894854890726676
1532,plastic,n,24563,0.94,0.000893538727424395
1604,obtain,v,24538,0.89,0.000892404103887946
1548,abuse,n,24534,0.93,0.000892222564122115
1501,familiar,j,24515,0.97,0.000891360250234413
1508,birth,n,24515,0.97,0.000891360250234413
1546,chicken,n,24465,0.93,0.000889091003161515
1549,theater,n,24447,0.93,0.000888274074215272
1510,tie,v,24408,0.97,0.000886504061498411
1519,front,n,24402,0.96,0.000886231751849663
1647,teaching,n,24387,0.87,0.000885550977727794
1527,colleague,n,24370,0.95,0.000884779433723008
1575,climb,v,24367,0.92,0.000884643278898635
1506,will,n,24351,0.98,0.000883917119835307
1523,clean,j,24325,0.96,0.0008827371113574
1556,domestic,j,24313,0.93,0.000882192492059905
1521,island,n,24311,0.96,0.000882101722176989
1600,sugar,n,24310,0.90,0.000882056337235531
1651,okay,r,24243,0.87,0.000879015546157847
1541,alive,j,24184,0.95,0.000876337834611827
1531,damage,n,24155,0.96,0.000875021671309546
1559,rain,n,24134,0.93,0.000874068587538929
1660,jury,n,24072,0.87,0.000871254721168535
1540,start,n,24071,0.96,0.000871209336227077
1617,meaning,n,24064,0.90,0.000870891641636871
1624,presidential,j,24057,0.89,0.000870573947046666
1568,leaf,n,24044,0.93,0.000869983942807712
1566,paint,v,24038,0.93,0.000869711633158964
1553,session,n,24010,0.95,0.000868440854798141
1633,poll,n,24009,0.89,0.000868395469856683
1552,extra,j,24006,0.95,0.00086825931503231
1560,desire,n,23994,0.94,0.000867714695734814
1525,train,v,23990,0.97,0.000867533155968982
1545,attack,v,23971,0.95,0.000866670842081281
1586,software,n,23954,0.92,0.000865899298076495
1562,injury,n,23935,0.94,0.000865036984188794
1567,fuel,n,23934,0.94,0.000864991599247336
1547,army,n,23929,0.95,0.000864764674540046
1591,reading,n,23919,0.92,0.000864310825125467
1627,Supreme,j,23904,0.90,0.000863630051003597
1585,ticket,n,23902,0.92,0.000863539281120681
1592,urban,j,23889,0.92,0.000862949276881728
1609,athlete,n,23868,0.91,0.00086199619311111
1599,above,r,23866,0.92,0.000861905423228195
1576,sweet,j,23843,0.94,0.000860861569574661
1621,instrument,n,23831,0.91,0.000860316950277166
1570,dry,j,23809,0.94,0.000859318481565091
1536,otherwise,r,23793,0.97,0.000858592322501763
1564,northern,j,23783,0.94,0.000858138473087183
1607,complex,j,23751,0.92,0.000856686154960529
1557,lots,p,23750,0.95,0.000856640770019071
1589,strange,j,23744,0.93,0.000856368460370323
1603,explore,v,23744,0.92,0.000856368460370323
1571,Russian,j,23739,0.94,0.000856141535663033
1614,scientific,j,23691,0.92,0.000853963058473051
1551,map,n,23666,0.96,0.000852828434936602
1593,mental,j,23650,0.93,0.000852102275873274
1588,corporate,j,23621,0.93,0.000850786112570993
1578,engine,n,23617,0.94,0.000850604572805161
1629,pocket,n,23580,0.91,0.000848925329971217
1601,planet,n,23567,0.93,0.000848335325732263
1544,intend,v,23554,0.97,0.00084774532149331
1594,increasingly,r,23529,0.93,0.000846610697956861
1597,somewhere,r,23527,0.93,0.000846519928073945
1669,desk,n,23455,0.89,0.000843252212288971
1618,mom,n,23450,0.92,0.000843025287581681
1581,expand,v,23417,0.94,0.000841527584513569
1587,disappear,v,23389,0.94,0.000840256806152746
1653,empty,j,23365,0.90,0.000839167567557755
1574,pool,n,23346,0.96,0.000838305253670053
1583,metal,n,23317,0.95,0.000836989090367772
1635,consequence,n,23307,0.92,0.000836535240953193
1577,lead,n,23301,0.96,0.000836262931304445
1569,direct,v,23298,0.96,0.000836126776480071
1563,respect,n,23274,0.96,0.00083503753788508
1702,basically,r,23265,0.88,0.000834629073411958
1554,danger,n,23244,0.97,0.000833675989641341
1579,fourth,m,23227,0.96,0.000832904445636556
1595,lunch,n,23220,0.94,0.00083258675104635
1573,fight,n,23211,0.96,0.000832178286573228
1630,thin,j,23194,0.92,0.000831406742568443
1654,regional,j,23182,0.91,0.000830862123270947
1642,minority,n,23167,0.92,0.000830181349149078
1602,favorite,j,23159,0.94,0.000829818269617414
1626,commitment,n,23152,0.93,0.000829500575027208
1631,temperature,n,23111,0.93,0.000827639792427432
1620,alone,j,23106,0.93,0.000827412867720142
1671,thanks,n,23061,0.90,0.000825370545354534
1676,conclusion,n,23034,0.90,0.000824145151935169
1655,trail,n,23030,0.91,0.000823963612169337
1598,farmer,n,23005,0.95,0.000822828988632888
1622,predict,v,22942,0.94,0.000819969737321036
1643,straight,r,22929,0.93,0.000819379733082082
1641,adopt,v,22880,0.93,0.000817155870950642
1638,sight,n,22878,0.93,0.000817065101067726
1876,variable,n,22868,0.81,0.000816611251653147
1612,carefully,r,22837,0.95,0.00081520431846795
1634,proposal,n,22830,0.94,0.000814886623877744
1678,shadow,n,22803,0.91,0.000813661230458379
1625,emotional,j,22773,0.94,0.00081229968221464
1644,attempt,v,22758,0.93,0.00081161890809277
1646,works,n,22722,0.93,0.000809985050200284
1760,outcome,n,22721,0.87,0.000809939665258826
1613,soul,n,22713,0.96,0.000809576585727162
1694,county,n,22675,0.90,0.000807851957951759
1606,greatest,j,22673,0.96,0.000807761188068844
1681,analyst,n,22662,0.91,0.000807261953712806
1649,aid,n,22642,0.93,0.000806354254883647
1742,ethnic,j,22632,0.88,0.000805900405469067
1611,repeat,v,22622,0.96,0.000805446556054487
1605,enemy,n,22621,0.97,0.000805401171113029
1623,weather,n,22586,0.95,0.000803812698162001
1666,storm,n,22562,0.93,0.000802723459567009
1616,panel,n,22529,0.96,0.000801225756498897
1732,chest,n,22508,0.89,0.000800272672728279
1665,theme,n,22494,0.93,0.000799637283547868
1685,regulation,n,22479,0.92,0.000798956509425999
1703,e-mail,n,22467,0.91,0.000798411890128503
1675,yellow,j,22452,0.93,0.000797731116006633
1691,revenue,n,22445,0.92,0.000797413421416428
1714,investor,n,22410,0.91,0.000795824948465399
1672,fruit,n,22401,0.93,0.000795416483992277
1721,male,n,22398,0.90,0.000795280329167903
1656,novel,n,22392,0.94,0.000795008019519156
1608,surround,v,22391,0.97,0.000794962634577698
1659,organize,v,22389,0.94,0.000794871864694782
1667,union,n,22380,0.93,0.00079446340022166
1661,breast,n,22362,0.94,0.000793646471275417
1619,married,j,22352,0.97,0.000793192621860837
1711,loan,n,22324,0.91,0.000791921843500014
1639,cover,n,22301,0.96,0.000790877989846481
1697,difficulty,n,22288,0.92,0.000790287985607527
1632,surprise,n,22275,0.96,0.000789697981368574
1658,somehow,r,22267,0.94,0.00078933490183691
1680,conclude,v,22247,0.93,0.000788427203007751
1640,balance,n,22243,0.96,0.000788245663241919
1615,impossible,j,22233,0.98,0.000787791813827339
1704,generate,v,22213,0.92,0.00078688411499818
1628,bear,v,22190,0.97,0.000785840261344647
1838,gender,n,22190,0.85,0.000785840261344647
1610,invite,v,22158,0.98,0.000784387943217992
1645,connect,v,22100,0.96,0.00078175561661343
1689,largely,r,22097,0.93,0.000781619461789056
1772,component,n,22085,0.88,0.000781074842491561
1677,prime,j,22075,0.94,0.000780620993076981
1818,significantly,r,22038,0.86,0.000778941750243036
1636,half,n,22029,0.97,0.000778533285769915
1741,internal,j,22025,0.91,0.000778351746004083
1663,human,n,22022,0.95,0.000778215591179709
1652,photograph,n,22016,0.96,0.000777943281530961
1657,code,n,22015,0.95,0.000777897896589503
1755,setting,n,22004,0.90,0.000777398662233466
1664,acknowledge,v,21983,0.95,0.000776445578462848
1650,advice,n,21970,0.96,0.000775855574223895
1668,record,v,21939,0.95,0.000774448641038698
1748,nose,n,21938,0.91,0.00077440325609724
1734,thick,j,21932,0.92,0.000774130946448492
1725,muscle,n,21931,0.92,0.000774085561507034
1709,trend,n,21894,0.93,0.00077240631867309
1688,ring,n,21873,0.94,0.000771453234902472
1648,belong,v,21856,0.97,0.000770681690897687
1693,locate,v,21843,0.94,0.000770091686658733
1745,content,n,21821,0.91,0.000769093217946658
1744,stress,n,21813,0.92,0.000768730138414994
1726,notion,n,21801,0.93,0.000768185519117499
1731,Japanese,j,21800,0.92,0.000768140134176041
1682,dance,n,21799,0.95,0.000768094749234583
1705,anymore,r,21771,0.94,0.00076682397087376
1701,train,n,21766,0.94,0.00076659704616647
1716,profit,n,21754,0.93,0.000766052426868975
1771,extent,n,21727,0.90,0.00076482703344961
1684,like,j,21723,0.95,0.000764645493683778
1736,museum,n,21715,0.93,0.000764282414152114
1683,limit,n,21714,0.95,0.000764237029210656
1699,recommend,v,21707,0.94,0.00076391933462045
1674,expensive,j,21706,0.96,0.000763873949678992
1686,being,n,21695,0.95,0.000763374715322955
1706,propose,v,21691,0.94,0.000763193175557123
1740,feature,v,21678,0.92,0.000762603171318169
1696,package,n,21665,0.95,0.000762013167079216
1707,thinking,n,21663,0.94,0.0007619223971963
1712,currently,r,21636,0.94,0.000760697003776935
1746,select,v,21617,0.92,0.000759834689889234
1776,contrast,n,21581,0.91,0.000758200831996747
1753,bottle,n,21569,0.92,0.000757656212699251
1723,hearing,n,21560,0.94,0.00075724774822613
1722,meal,n,21556,0.94,0.000757066208460298
1750,outside,r,21556,0.92,0.000757066208460298
1767,ought,v,21552,0.91,0.000756884668694466
1673,under,r,21521,0.97,0.000755477735509269
1698,bridge,n,21497,0.95,0.000754388496914278
1710,visitor,n,21490,0.95,0.000754070802324072
1784,shirt,n,21486,0.90,0.00075388926255824
1717,angry,j,21485,0.94,0.000753843877616782
1806,influence,v,21448,0.89,0.000752164634782838
1739,unique,j,21436,0.93,0.000751620015485342
1719,deep,r,21413,0.95,0.000750576161831809
1679,struggle,v,21370,0.97,0.000748624609349116
1757,dress,n,21362,0.92,0.000748261529817453
1730,earth,n,21350,0.94,0.000747716910519957
1735,cash,n,21343,0.94,0.000747399215929751
1768,ensure,v,21341,0.92,0.000747308446046835
1743,link,v,21335,0.94,0.000747036136398088
1670,fear,v,21333,0.98,0.000746945366515172
1778,wake,v,21330,0.91,0.000746809211690798
1690,shift,v,21323,0.96,0.000746491517100592
1752,actual,j,21321,0.93,0.000746400747217676
1724,traffic,n,21296,0.95,0.000745266123681227
1718,crew,n,21238,0.95,0.000742633797076665
1692,mark,v,21236,0.97,0.000742543027193749
1800,slip,v,21233,0.91,0.000742406872369375
1687,last,v,21219,0.97,0.000741771483188964
1782,brown,j,21175,0.92,0.000739774545764813
1833,silence,n,21169,0.89,0.000739502236116066
1695,appearance,n,21146,0.97,0.000738458382462532
1812,due,i,21141,0.90,0.000738231457755243
1788,cat,n,21135,0.92,0.000737959148106495
1790,capacity,n,21102,0.92,0.000736461445038382
1713,comfortable,j,21101,0.96,0.000736416060096924
1862,regime,n,21101,0.88,0.000736416060096924
1880,perception,n,21086,0.87,0.000735735285975055
1761,ad,n,21064,0.93,0.000734736817262979
1737,beauty,n,21060,0.95,0.000734555277497148
1700,obvious,j,21052,0.97,0.000734192197965484
1940,intervention,n,21021,0.84,0.000732785264780287
1727,capture,v,21018,0.96,0.000732649109955913
1795,snow,n,21011,0.92,0.000732331415365707
1815,golf,n,20979,0.91,0.000730879097239052
1720,accident,n,20964,0.97,0.000730198323117183
1715,but,i,20961,0.97,0.000730062168292809
1813,basketball,n,20955,0.91,0.000729789858644061
1708,possibly,r,20953,0.97,0.000729699088761145
1728,prefer,v,20946,0.96,0.00072938139417094
1733,search,v,20943,0.96,0.000729245239346566
1783,standard,j,20917,0.93,0.000728065230868659
1805,soil,n,20916,0.91,0.000728019845927201
1789,contribution,n,20912,0.92,0.000727838306161369
1759,sick,j,20906,0.94,0.000727565996512621
1780,airport,n,20897,0.93,0.000727157532039499
1769,Catholic,j,20866,0.94,0.000725750598854303
1774,long-term,j,20841,0.94,0.000724615975317853
1758,file,n,20832,0.95,0.000724207510844732
1751,appreciate,v,20806,0.95,0.000723027502366825
1825,governor,n,20802,0.91,0.000722845962600993
1738,emergency,n,20796,0.96,0.000722573652952245
1766,sheet,n,20787,0.94,0.000722165188479123
1747,root,n,20774,0.96,0.00072157518424017
1801,percentage,n,20774,0.92,0.00072157518424017
1756,launch,v,20767,0.95,0.000721257489649964
1754,hardly,r,20757,0.95,0.000720803640235384
1827,user,n,20681,0.91,0.000717354384684579
1792,estate,n,20673,0.93,0.000716991305152915
1843,bowl,n,20662,0.91,0.000716492070796878
1793,guide,n,20646,0.93,0.00071576591173355
1773,mix,v,20642,0.95,0.000715584371967719
1873,topic,n,20640,0.89,0.000715493602084803
1808,correct,j,20613,0.93,0.000714268208665438
1729,truly,r,20576,0.98,0.000712588965831493
1749,declare,v,20550,0.97,0.000711408957353586
1763,matter,v,20534,0.96,0.000710682798290258
1868,tooth,n,20515,0.90,0.000709820484402557
1762,defend,v,20510,0.96,0.000709593559695267
1779,challenge,v,20510,0.95,0.000709593559695267
1824,frequently,r,20508,0.92,0.000709502789812351
1811,estimate,v,20474,0.93,0.000707959701802781
1777,zone,n,20472,0.95,0.000707868931919865
1781,chief,n,20453,0.95,0.000707006618032163
1834,rating,n,20413,0.92,0.000705191220373845
1775,slow,j,20404,0.96,0.000704782755900723
1803,funny,j,20399,0.94,0.000704555831193433
1857,score,v,20391,0.91,0.00070419275166177
1787,ultimately,r,20387,0.95,0.000704011211895938
1883,bedroom,n,20387,0.90,0.000704011211895938
1797,politician,n,20360,0.95,0.000702785818476573
1899,requirement,n,20358,0.89,0.000702695048593657
1817,crazy,j,20345,0.93,0.000702105044354703
1764,judge,v,20320,0.97,0.000700970420818254
1770,extremely,r,20310,0.96,0.000700516571403675
1794,circumstance,n,20310,0.95,0.000700516571403675
1798,steal,v,20296,0.95,0.000699881182223263
1802,meat,n,20271,0.95,0.000698746558686814
1840,fee,n,20263,0.93,0.00069838347915515
1854,hall,n,20236,0.92,0.000697158085735785
1796,English,j,20235,0.95,0.000697112700794327
1937,pepper,n,20220,0.87,0.000696431926672458
1765,duty,n,20204,0.97,0.00069570576760913
1809,Jewish,j,20196,0.94,0.000695342688077467
1785,pilot,n,20192,0.96,0.000695161148311635
1912,stir,v,20174,0.89,0.000694344219365391
1841,landscape,n,20171,0.93,0.000694208064541018
1828,dad,n,20164,0.94,0.000693890369950812
1799,pursue,v,20136,0.96,0.000692619591589989
1807,surgery,n,20118,0.95,0.000691802662643745
1816,investigate,v,20117,0.94,0.000691757277702287
1998,faculty,n,20104,0.85,0.000691167273463334
1804,neither,r,20100,0.95,0.000690985733697502
1823,just,j,20096,0.94,0.00069080419393167
1837,German,j,20096,0.93,0.00069080419393167
1829,kick,v,20092,0.94,0.000690622654165838
1867,mirror,n,20081,0.92,0.000690123419809801
1878,range,v,20067,0.92,0.000689488030629389
1822,combination,n,20026,0.94,0.000687627248029613
1848,frame,n,20016,0.93,0.000687173398615033
1831,manner,n,20012,0.94,0.000686991858849201
1786,warn,v,19996,0.97,0.000686265699785874
1844,equal,j,19952,0.94,0.000684268762361723
1992,beside,i,19952,0.86,0.000684268762361723
1791,ourselves,p,19926,0.97,0.000683088753883816
1830,part,r,19900,0.95,0.000681908745405909
1894,bond,n,19856,0.92,0.000679911807981759
1835,golden,j,19852,0.95,0.000679730268215927
1891,opposition,n,19847,0.92,0.000679503343508637
1919,tear,n,19819,0.90,0.000678232565147814
1832,ancient,j,19818,0.95,0.000678187180206356
1810,blame,v,19798,0.96,0.000677279481377197
1909,mean,j,19792,0.91,0.000677007171728449
1851,conservative,j,19778,0.94,0.000676371782548038
1852,eliminate,v,19773,0.94,0.000676144857840748
1863,division,n,19772,0.94,0.00067609947289929
1965,league,n,19766,0.88,0.000675827163250542
1814,late,r,19727,0.96,0.000674057150533681
1849,typical,j,19724,0.95,0.000673920995709308
1819,chain,n,19688,0.96,0.000672287137816821
1859,producer,n,19679,0.94,0.000671878673343699
1887,his,p,19663,0.93,0.000671152514280372
1836,motion,n,19649,0.95,0.00067051712509996
1821,branch,n,19633,0.96,0.000669790966036633
1846,official,j,19628,0.95,0.000669564041329343
1870,length,n,19624,0.94,0.000669382501563511
2049,characteristic,n,19621,0.85,0.000669246346739137
1872,rely,v,19614,0.94,0.000668928652148932
1903,expectation,n,19603,0.92,0.000668429417792894
1850,except,i,19594,0.95,0.000668020953319772
1947,welfare,n,19580,0.90,0.000667385564139361
1820,address,n,19564,0.97,0.000666659405076033
1866,appeal,n,19561,0.95,0.000666523250251659
1918,reference,n,19559,0.92,0.000666432480368744
1847,forth,r,19531,0.96,0.000665161702007921
1890,coverage,n,19522,0.94,0.000664753237534799
1858,row,n,19519,0.95,0.000664617082710425
1962,multiple,j,19512,0.89,0.000664299388120219
1885,debt,n,19506,0.94,0.000664027078471471
1861,meanwhile,r,19504,0.95,0.000663936308588556
1839,solve,v,19501,0.96,0.000663800153764182
1826,relief,n,19493,0.97,0.000663437074232518
1855,trust,v,19482,0.95,0.00066293783987648
1856,ocean,n,19421,0.96,0.000660169358447545
1895,file,v,19416,0.94,0.000659942433740255
1927,industrial,j,19413,0.92,0.000659806278915881
1949,gray,j,19408,0.90,0.000659579354208591
1923,account,v,19403,0.92,0.000659352429501301
1853,host,n,19389,0.96,0.00065871704032089
1889,nurse,n,19385,0.94,0.000658535500555058
2021,AIDS,n,19384,0.87,0.0006584901156136
1869,smart,j,19370,0.95,0.000657854726433188
1948,vegetable,n,19363,0.91,0.000657537031842983
1865,fix,v,19349,0.96,0.000656901642662571
1916,beer,n,19349,0.93,0.000656901642662571
1864,confirm,v,19327,0.96,0.000655903173950496
1913,judgment,n,19315,0.93,0.000655358554653
1879,telephone,n,19311,0.95,0.000655177014887168
1875,issue,v,19300,0.95,0.000654677780531131
